Total Timesteps: 66040	 Episode Num: 118	 Reward: -3873
Total Timesteps: 66050	 Episode Num: 118	 Reward: -3923
Total Timesteps: 66060	 Episode Num: 118	 Reward: -3973
Total Timesteps: 66070	 Episode Num: 118	 Reward: -4023
Total Timesteps: 66080	 Episode Num: 118	 Reward: -4073
Total Timesteps: 66090	 Episode Num: 118	 Reward: -4123
Total Timesteps: 66100	 Episode Num: 118	 Reward: -4173
Total Timesteps: 66110	 Episode Num: 118	 Reward: -4223
Total Timesteps: 66120	 Episode Num: 118	 Reward: -4231
Total Timesteps: 66130	 Episode Num: 118	 Reward: -4239
Total Timesteps: 66140	 Episode Num: 118	 Reward: -4289
Total Timesteps: 66150	 Episode Num: 118	 Reward: -4339
Total Timesteps: 66160	 Episode Num: 118	 Reward: -4389
Total Timesteps: 66170	 Episode Num: 118	 Reward: -4439
Total Timesteps: 66180	 Episode Num: 118	 Reward: -4489
Total Timesteps: 66190	 Episode Num: 118	 Reward: -4539
Total Timesteps: 66200	 Episode Num: 118	 Reward: -4589
Total Timesteps: 66210	 Episode Num: 119	 Reward: -15
Total Timesteps: 66220	 Episode Num: 119	 Reward: -65
Total Timesteps: 66230	 Episode Num: 119	 Reward: -115
Total Timesteps: 66240	 Episode Num: 119	 Reward: -165
Total Timesteps: 66250	 Episode Num: 119	 Reward: -215
Total Timesteps: 66260	 Episode Num: 119	 Reward: -265
Total Timesteps: 66270	 Episode Num: 119	 Reward: -259
Total Timesteps: 66280	 Episode Num: 119	 Reward: -239
Total Timesteps: 66290	 Episode Num: 119	 Reward: -219
Total Timesteps: 66300	 Episode Num: 119	 Reward: -220
Total Timesteps: 66310	 Episode Num: 119	 Reward: -270
Total Timesteps: 66320	 Episode Num: 119	 Reward: -320
Total Timesteps: 66330	 Episode Num: 119	 Reward: -321
Total Timesteps: 66340	 Episode Num: 119	 Reward: -301
Total Timesteps: 66350	 Episode Num: 119	 Reward: -288
Total Timesteps: 66360	 Episode Num: 119	 Reward: -338
Total Timesteps: 66370	 Episode Num: 119	 Reward: -388
Total Timesteps: 66380	 Episode Num: 119	 Reward: -438
Total Timesteps: 66390	 Episode Num: 119	 Reward: -488
Total Timesteps: 66400	 Episode Num: 119	 Reward: -538
Total Timesteps: 66410	 Episode Num: 119	 Reward: -588
Total Timesteps: 66420	 Episode Num: 119	 Reward: -638
Total Timesteps: 66430	 Episode Num: 119	 Reward: -688
Total Timesteps: 66440	 Episode Num: 119	 Reward: -738
Total Timesteps: 66450	 Episode Num: 119	 Reward: -652
Total Timesteps: 66460	 Episode Num: 119	 Reward: -668
Total Timesteps: 66470	 Episode Num: 119	 Reward: -718
Total Timesteps: 66480	 Episode Num: 119	 Reward: -768
Total Timesteps: 66490	 Episode Num: 119	 Reward: -818
Total Timesteps: 66500	 Episode Num: 119	 Reward: -868
Total Timesteps: 66510	 Episode Num: 119	 Reward: -918
Total Timesteps: 66520	 Episode Num: 119	 Reward: -968
Total Timesteps: 66530	 Episode Num: 119	 Reward: -1018
Total Timesteps: 66540	 Episode Num: 119	 Reward: -1068
Total Timesteps: 66550	 Episode Num: 119	 Reward: -1118
Total Timesteps: 66560	 Episode Num: 119	 Reward: -1168
Total Timesteps: 66570	 Episode Num: 119	 Reward: -1218
Total Timesteps: 66580	 Episode Num: 119	 Reward: -1268
Total Timesteps: 66590	 Episode Num: 119	 Reward: -1318
Total Timesteps: 66600	 Episode Num: 119	 Reward: -1368
Total Timesteps: 66610	 Episode Num: 119	 Reward: -1418
Total Timesteps: 66620	 Episode Num: 119	 Reward: -1454
Total Timesteps: 66630	 Episode Num: 119	 Reward: -1448
Total Timesteps: 66640	 Episode Num: 119	 Reward: -1498
Total Timesteps: 66650	 Episode Num: 119	 Reward: -1548
Total Timesteps: 66660	 Episode Num: 119	 Reward: -1598
Total Timesteps: 66670	 Episode Num: 119	 Reward: -1648
Total Timesteps: 66680	 Episode Num: 119	 Reward: -1698
Total Timesteps: 66690	 Episode Num: 119	 Reward: -1748
Total Timesteps: 66700	 Episode Num: 119	 Reward: -1798
Total Timesteps: 66710	 Episode Num: 119	 Reward: -1848
Total Timesteps: 66720	 Episode Num: 119	 Reward: -1898
Total Timesteps: 66730	 Episode Num: 119	 Reward: -1906
Total Timesteps: 66740	 Episode Num: 119	 Reward: -1886
Total Timesteps: 66750	 Episode Num: 119	 Reward: -1866
Total Timesteps: 66760	 Episode Num: 119	 Reward: -1874
Total Timesteps: 66770	 Episode Num: 119	 Reward: -1924
Total Timesteps: 66780	 Episode Num: 119	 Reward: -1974
Total Timesteps: 66790	 Episode Num: 119	 Reward: -2024
Total Timesteps: 66800	 Episode Num: 119	 Reward: -2074
Total Timesteps: 66810	 Episode Num: 119	 Reward: -2124
Total Timesteps: 66820	 Episode Num: 119	 Reward: -2174
Total Timesteps: 66830	 Episode Num: 119	 Reward: -2224
Total Timesteps: 66840	 Episode Num: 119	 Reward: -2274
Total Timesteps: 66850	 Episode Num: 119	 Reward: -2324
Total Timesteps: 66860	 Episode Num: 119	 Reward: -2374
Total Timesteps: 66870	 Episode Num: 119	 Reward: -2424
Total Timesteps: 66880	 Episode Num: 119	 Reward: -2474
Total Timesteps: 66890	 Episode Num: 119	 Reward: -2524
Total Timesteps: 66900	 Episode Num: 119	 Reward: -2574
Total Timesteps: 66910	 Episode Num: 119	 Reward: -2624
Total Timesteps: 66920	 Episode Num: 119	 Reward: -2674
Total Timesteps: 66930	 Episode Num: 119	 Reward: -2639
Total Timesteps: 66940	 Episode Num: 119	 Reward: -2553
Total Timesteps: 66950	 Episode Num: 119	 Reward: -2603
Total Timesteps: 66960	 Episode Num: 119	 Reward: -2653
Total Timesteps: 66970	 Episode Num: 119	 Reward: -2703
Total Timesteps: 66980	 Episode Num: 119	 Reward: -2753
Total Timesteps: 66990	 Episode Num: 119	 Reward: -2803
Total Timesteps: 67000	 Episode Num: 119	 Reward: -2853
Total Timesteps: 67010	 Episode Num: 119	 Reward: -2903
Total Timesteps: 67020	 Episode Num: 119	 Reward: -2953
Total Timesteps: 67030	 Episode Num: 119	 Reward: -3003
Total Timesteps: 67040	 Episode Num: 119	 Reward: -3053
Total Timesteps: 67050	 Episode Num: 119	 Reward: -3103
Total Timesteps: 67060	 Episode Num: 119	 Reward: -3090
Total Timesteps: 67070	 Episode Num: 119	 Reward: -3112
Total Timesteps: 67080	 Episode Num: 119	 Reward: -3162
Total Timesteps: 67090	 Episode Num: 119	 Reward: -3212
Total Timesteps: 67100	 Episode Num: 119	 Reward: -3262
Total Timesteps: 67110	 Episode Num: 119	 Reward: -3312
Total Timesteps: 67120	 Episode Num: 119	 Reward: -3362
Total Timesteps: 67130	 Episode Num: 119	 Reward: -3412
Total Timesteps: 67140	 Episode Num: 119	 Reward: -3462
Total Timesteps: 67150	 Episode Num: 119	 Reward: -3512
Total Timesteps: 67160	 Episode Num: 119	 Reward: -3520
Total Timesteps: 67170	 Episode Num: 119	 Reward: -3521
Total Timesteps: 67180	 Episode Num: 119	 Reward: -3571
Total Timesteps: 67190	 Episode Num: 119	 Reward: -3621
Total Timesteps: 67200	 Episode Num: 119	 Reward: -3671
Total Timesteps: 67210	 Episode Num: 120	 Reward: -10
Total Timesteps: 67220	 Episode Num: 120	 Reward: -60
Total Timesteps: 67230	 Episode Num: 120	 Reward: -110
Total Timesteps: 67240	 Episode Num: 120	 Reward: -160
Total Timesteps: 67250	 Episode Num: 120	 Reward: -210
Total Timesteps: 67260	 Episode Num: 120	 Reward: -260
Total Timesteps: 67270	 Episode Num: 120	 Reward: -310
Total Timesteps: 67280	 Episode Num: 120	 Reward: -360
Total Timesteps: 67290	 Episode Num: 120	 Reward: -410
Total Timesteps: 67300	 Episode Num: 120	 Reward: -460
Total Timesteps: 67310	 Episode Num: 120	 Reward: -510
Total Timesteps: 67320	 Episode Num: 120	 Reward: -560
Total Timesteps: 67330	 Episode Num: 120	 Reward: -610
Total Timesteps: 67340	 Episode Num: 120	 Reward: -660
Total Timesteps: 67350	 Episode Num: 120	 Reward: -710
Total Timesteps: 67360	 Episode Num: 120	 Reward: -760
Total Timesteps: 67370	 Episode Num: 120	 Reward: -810
Total Timesteps: 67380	 Episode Num: 120	 Reward: -860
Total Timesteps: 67390	 Episode Num: 120	 Reward: -910
Total Timesteps: 67400	 Episode Num: 120	 Reward: -960
Total Timesteps: 67410	 Episode Num: 120	 Reward: -1010
Total Timesteps: 67420	 Episode Num: 120	 Reward: -1060
Total Timesteps: 67430	 Episode Num: 120	 Reward: -1110
Total Timesteps: 67440	 Episode Num: 120	 Reward: -1160
Total Timesteps: 67450	 Episode Num: 120	 Reward: -1210
Total Timesteps: 67460	 Episode Num: 120	 Reward: -1260
Total Timesteps: 67470	 Episode Num: 120	 Reward: -1310
Total Timesteps: 67480	 Episode Num: 121	 Reward: -35
Total Timesteps: 67490	 Episode Num: 121	 Reward: -85
Total Timesteps: 67500	 Episode Num: 121	 Reward: -135
Total Timesteps: 67510	 Episode Num: 121	 Reward: -185
Total Timesteps: 67520	 Episode Num: 121	 Reward: -235
Total Timesteps: 67530	 Episode Num: 121	 Reward: -285
Total Timesteps: 67540	 Episode Num: 121	 Reward: -335
Total Timesteps: 67550	 Episode Num: 121	 Reward: -385
Total Timesteps: 67560	 Episode Num: 121	 Reward: -435
Total Timesteps: 67570	 Episode Num: 121	 Reward: -485
Total Timesteps: 67580	 Episode Num: 121	 Reward: -535
Total Timesteps: 67590	 Episode Num: 121	 Reward: -585
Total Timesteps: 67600	 Episode Num: 121	 Reward: -635
Total Timesteps: 67610	 Episode Num: 121	 Reward: -685
Total Timesteps: 67620	 Episode Num: 121	 Reward: -735
Total Timesteps: 67630	 Episode Num: 121	 Reward: -785
Total Timesteps: 67640	 Episode Num: 121	 Reward: -835
Total Timesteps: 67650	 Episode Num: 121	 Reward: -885
Total Timesteps: 67660	 Episode Num: 121	 Reward: -935
Total Timesteps: 67670	 Episode Num: 121	 Reward: -985
Total Timesteps: 67680	 Episode Num: 121	 Reward: -1035
Total Timesteps: 67690	 Episode Num: 121	 Reward: -1085
Total Timesteps: 67700	 Episode Num: 121	 Reward: -1135
Total Timesteps: 67710	 Episode Num: 121	 Reward: -1185
Total Timesteps: 67720	 Episode Num: 121	 Reward: -1235
Total Timesteps: 67730	 Episode Num: 121	 Reward: -1285
Total Timesteps: 67740	 Episode Num: 121	 Reward: -1335
Total Timesteps: 67750	 Episode Num: 121	 Reward: -1385
Total Timesteps: 67760	 Episode Num: 121	 Reward: -1435
Total Timesteps: 67770	 Episode Num: 121	 Reward: -1485
Total Timesteps: 67780	 Episode Num: 121	 Reward: -1535
Total Timesteps: 67790	 Episode Num: 121	 Reward: -1585
Total Timesteps: 67800	 Episode Num: 121	 Reward: -1635
Total Timesteps: 67810	 Episode Num: 121	 Reward: -1685
Total Timesteps: 67820	 Episode Num: 121	 Reward: -1735
Total Timesteps: 67830	 Episode Num: 121	 Reward: -1785
Total Timesteps: 67840	 Episode Num: 121	 Reward: -1835
Total Timesteps: 67850	 Episode Num: 121	 Reward: -1885
Total Timesteps: 67860	 Episode Num: 121	 Reward: -1935
Total Timesteps: 67870	 Episode Num: 121	 Reward: -1985
Total Timesteps: 67880	 Episode Num: 121	 Reward: -2035
Total Timesteps: 67890	 Episode Num: 121	 Reward: -2085
Total Timesteps: 67900	 Episode Num: 121	 Reward: -2135
Total Timesteps: 67910	 Episode Num: 121	 Reward: -2185
Total Timesteps: 67920	 Episode Num: 121	 Reward: -2235
Total Timesteps: 67930	 Episode Num: 121	 Reward: -2285
Total Timesteps: 67940	 Episode Num: 121	 Reward: -2335
Total Timesteps: 67950	 Episode Num: 121	 Reward: -2385
Total Timesteps: 67960	 Episode Num: 121	 Reward: -2435
Total Timesteps: 67970	 Episode Num: 121	 Reward: -2415
Total Timesteps: 67980	 Episode Num: 121	 Reward: -2444
Total Timesteps: 67990	 Episode Num: 121	 Reward: -2494
Total Timesteps: 68000	 Episode Num: 121	 Reward: -2544
Total Timesteps: 68010	 Episode Num: 121	 Reward: -2594
Total Timesteps: 68020	 Episode Num: 121	 Reward: -2644
Total Timesteps: 68030	 Episode Num: 121	 Reward: -2694
Total Timesteps: 68040	 Episode Num: 121	 Reward: -2744
Total Timesteps: 68050	 Episode Num: 121	 Reward: -2794
Total Timesteps: 68060	 Episode Num: 121	 Reward: -2844
Total Timesteps: 68070	 Episode Num: 121	 Reward: -2894
Total Timesteps: 68080	 Episode Num: 121	 Reward: -2944
Total Timesteps: 68090	 Episode Num: 121	 Reward: -2994
Total Timesteps: 68100	 Episode Num: 121	 Reward: -3044
Total Timesteps: 68110	 Episode Num: 121	 Reward: -3045
Total Timesteps: 68120	 Episode Num: 121	 Reward: -3060
Total Timesteps: 68130	 Episode Num: 121	 Reward: -3110
Total Timesteps: 68140	 Episode Num: 121	 Reward: -3160
Total Timesteps: 68150	 Episode Num: 121	 Reward: -3210
Total Timesteps: 68160	 Episode Num: 121	 Reward: -3260
Total Timesteps: 68170	 Episode Num: 121	 Reward: -3310
Total Timesteps: 68180	 Episode Num: 121	 Reward: -3360
Total Timesteps: 68190	 Episode Num: 121	 Reward: -3410
Total Timesteps: 68200	 Episode Num: 121	 Reward: -3460
Total Timesteps: 68210	 Episode Num: 121	 Reward: -3510
Total Timesteps: 68220	 Episode Num: 121	 Reward: -3560
Total Timesteps: 68230	 Episode Num: 121	 Reward: -3610
Total Timesteps: 68240	 Episode Num: 121	 Reward: -3660
Total Timesteps: 68250	 Episode Num: 121	 Reward: -3710
Total Timesteps: 68260	 Episode Num: 121	 Reward: -3760
Total Timesteps: 68270	 Episode Num: 121	 Reward: -3810
Total Timesteps: 68280	 Episode Num: 121	 Reward: -3860
Total Timesteps: 68290	 Episode Num: 121	 Reward: -3910
Total Timesteps: 68300	 Episode Num: 121	 Reward: -3960
Total Timesteps: 68310	 Episode Num: 121	 Reward: -4010
Total Timesteps: 68320	 Episode Num: 121	 Reward: -4060
Total Timesteps: 68330	 Episode Num: 121	 Reward: -4110
Total Timesteps: 68340	 Episode Num: 121	 Reward: -4126
Total Timesteps: 68350	 Episode Num: 121	 Reward: -4023
Total Timesteps: 68360	 Episode Num: 121	 Reward: -4073
Total Timesteps: 68370	 Episode Num: 121	 Reward: -4123
Total Timesteps: 68380	 Episode Num: 121	 Reward: -4173
Total Timesteps: 68390	 Episode Num: 122	 Reward: -10
Total Timesteps: 68400	 Episode Num: 122	 Reward: -60
Total Timesteps: 68410	 Episode Num: 122	 Reward: -110
Total Timesteps: 68420	 Episode Num: 122	 Reward: -160
Total Timesteps: 68430	 Episode Num: 122	 Reward: -210
Total Timesteps: 68440	 Episode Num: 122	 Reward: -226
Total Timesteps: 68450	 Episode Num: 122	 Reward: -106
Total Timesteps: 68460	 Episode Num: 122	 Reward: -139
Total Timesteps: 68470	 Episode Num: 122	 Reward: -189
Total Timesteps: 68480	 Episode Num: 122	 Reward: -120
Total Timesteps: 68490	 Episode Num: 122	 Reward: -119
Total Timesteps: 68500	 Episode Num: 122	 Reward: -169
Total Timesteps: 68510	 Episode Num: 122	 Reward: -219
Total Timesteps: 68520	 Episode Num: 122	 Reward: -269
Total Timesteps: 68530	 Episode Num: 122	 Reward: -319
Total Timesteps: 68540	 Episode Num: 122	 Reward: -369
Total Timesteps: 68550	 Episode Num: 122	 Reward: -419
Total Timesteps: 68560	 Episode Num: 122	 Reward: -469
Total Timesteps: 68570	 Episode Num: 122	 Reward: -519
Total Timesteps: 68580	 Episode Num: 122	 Reward: -484
Total Timesteps: 68590	 Episode Num: 122	 Reward: -432
Total Timesteps: 68600	 Episode Num: 122	 Reward: -482
Total Timesteps: 68610	 Episode Num: 122	 Reward: -532
Total Timesteps: 68620	 Episode Num: 122	 Reward: -582
Total Timesteps: 68630	 Episode Num: 122	 Reward: -632
Total Timesteps: 68640	 Episode Num: 122	 Reward: -682
Total Timesteps: 68650	 Episode Num: 122	 Reward: -732
Total Timesteps: 68660	 Episode Num: 122	 Reward: -782
Total Timesteps: 68670	 Episode Num: 122	 Reward: -832
Total Timesteps: 68680	 Episode Num: 122	 Reward: -882
Total Timesteps: 68690	 Episode Num: 122	 Reward: -932
Total Timesteps: 68700	 Episode Num: 122	 Reward: -982
Total Timesteps: 68710	 Episode Num: 122	 Reward: -1032
Total Timesteps: 68720	 Episode Num: 122	 Reward: -1082
Total Timesteps: 68730	 Episode Num: 122	 Reward: -1132
Total Timesteps: 68740	 Episode Num: 122	 Reward: -1182
Total Timesteps: 68750	 Episode Num: 122	 Reward: -1232
Total Timesteps: 68760	 Episode Num: 122	 Reward: -1282
Total Timesteps: 68770	 Episode Num: 122	 Reward: -1332
Total Timesteps: 68780	 Episode Num: 122	 Reward: -1382
Total Timesteps: 68790	 Episode Num: 122	 Reward: -1432
Total Timesteps: 68800	 Episode Num: 122	 Reward: -1482
Total Timesteps: 68810	 Episode Num: 122	 Reward: -1532
Total Timesteps: 68820	 Episode Num: 122	 Reward: -1582
Total Timesteps: 68830	 Episode Num: 122	 Reward: -1632
Total Timesteps: 68840	 Episode Num: 122	 Reward: -1682
Total Timesteps: 68850	 Episode Num: 122	 Reward: -1732
Total Timesteps: 68860	 Episode Num: 122	 Reward: -1782
Total Timesteps: 68870	 Episode Num: 122	 Reward: -1832
Total Timesteps: 68880	 Episode Num: 122	 Reward: -1763
Total Timesteps: 68890	 Episode Num: 122	 Reward: -1643
Total Timesteps: 68900	 Episode Num: 122	 Reward: -1642
Total Timesteps: 68910	 Episode Num: 122	 Reward: -1692
Total Timesteps: 68920	 Episode Num: 122	 Reward: -1742
Total Timesteps: 68930	 Episode Num: 122	 Reward: -1792
Total Timesteps: 68940	 Episode Num: 122	 Reward: -1842
Total Timesteps: 68950	 Episode Num: 122	 Reward: -1892
Total Timesteps: 68960	 Episode Num: 122	 Reward: -1942
Total Timesteps: 68970	 Episode Num: 122	 Reward: -1992
Total Timesteps: 68980	 Episode Num: 122	 Reward: -2042
Total Timesteps: 68990	 Episode Num: 122	 Reward: -2092
Total Timesteps: 69000	 Episode Num: 122	 Reward: -2142
Total Timesteps: 69010	 Episode Num: 122	 Reward: -2192
Total Timesteps: 69020	 Episode Num: 122	 Reward: -2242
Total Timesteps: 69030	 Episode Num: 122	 Reward: -2292
Total Timesteps: 69040	 Episode Num: 122	 Reward: -2342
Total Timesteps: 69050	 Episode Num: 122	 Reward: -2341
Total Timesteps: 69060	 Episode Num: 122	 Reward: -2332
Total Timesteps: 69070	 Episode Num: 122	 Reward: -2382
Total Timesteps: 69080	 Episode Num: 122	 Reward: -2432
Total Timesteps: 69090	 Episode Num: 122	 Reward: -2482
Total Timesteps: 69100	 Episode Num: 122	 Reward: -2532
Total Timesteps: 69110	 Episode Num: 122	 Reward: -2582
Total Timesteps: 69120	 Episode Num: 122	 Reward: -2632
Total Timesteps: 69130	 Episode Num: 122	 Reward: -2682
Total Timesteps: 69140	 Episode Num: 122	 Reward: -2732
Total Timesteps: 69150	 Episode Num: 122	 Reward: -2782
Total Timesteps: 69160	 Episode Num: 122	 Reward: -2832
Total Timesteps: 69170	 Episode Num: 122	 Reward: -2882
Total Timesteps: 69180	 Episode Num: 122	 Reward: -2932
Total Timesteps: 69190	 Episode Num: 122	 Reward: -2982
Total Timesteps: 69200	 Episode Num: 122	 Reward: -3032
Total Timesteps: 69210	 Episode Num: 122	 Reward: -3082
Total Timesteps: 69220	 Episode Num: 122	 Reward: -3132
Total Timesteps: 69230	 Episode Num: 122	 Reward: -3182
Total Timesteps: 69240	 Episode Num: 122	 Reward: -3232
Total Timesteps: 69250	 Episode Num: 122	 Reward: -3282
Total Timesteps: 69260	 Episode Num: 122	 Reward: -3332
Total Timesteps: 69270	 Episode Num: 122	 Reward: -3382
Total Timesteps: 69280	 Episode Num: 122	 Reward: -3381
Total Timesteps: 69290	 Episode Num: 122	 Reward: -3261
Total Timesteps: 69300	 Episode Num: 122	 Reward: -3141
Total Timesteps: 69310	 Episode Num: 123	 Reward: -5.5
Total Timesteps: 69320	 Episode Num: 124	 Reward: -50
Total Timesteps: 69330	 Episode Num: 124	 Reward: -100
Total Timesteps: 69340	 Episode Num: 124	 Reward: -150
Total Timesteps: 69350	 Episode Num: 124	 Reward: -200
Total Timesteps: 69360	 Episode Num: 124	 Reward: -250
Total Timesteps: 69370	 Episode Num: 124	 Reward: -300
Total Timesteps: 69380	 Episode Num: 124	 Reward: -350
Total Timesteps: 69390	 Episode Num: 124	 Reward: -400
Total Timesteps: 69400	 Episode Num: 124	 Reward: -450
Total Timesteps: 69410	 Episode Num: 124	 Reward: -500
Total Timesteps: 69420	 Episode Num: 124	 Reward: -550
Total Timesteps: 69430	 Episode Num: 124	 Reward: -600
Total Timesteps: 69440	 Episode Num: 124	 Reward: -650
Total Timesteps: 69450	 Episode Num: 124	 Reward: -700
Total Timesteps: 69460	 Episode Num: 124	 Reward: -750
Total Timesteps: 69470	 Episode Num: 124	 Reward: -800
Total Timesteps: 69480	 Episode Num: 124	 Reward: -765
Total Timesteps: 69490	 Episode Num: 124	 Reward: -713
Total Timesteps: 69500	 Episode Num: 124	 Reward: -763
Total Timesteps: 69510	 Episode Num: 124	 Reward: -813
Total Timesteps: 69520	 Episode Num: 124	 Reward: -863
Total Timesteps: 69530	 Episode Num: 124	 Reward: -913
Total Timesteps: 69540	 Episode Num: 124	 Reward: -963
Total Timesteps: 69550	 Episode Num: 124	 Reward: -1013
Total Timesteps: 69560	 Episode Num: 124	 Reward: -1063
Total Timesteps: 69570	 Episode Num: 124	 Reward: -1113
Total Timesteps: 69580	 Episode Num: 124	 Reward: -1163
Total Timesteps: 69590	 Episode Num: 124	 Reward: -1213
Total Timesteps: 69600	 Episode Num: 124	 Reward: -1263
Total Timesteps: 69610	 Episode Num: 124	 Reward: -1313
Total Timesteps: 69620	 Episode Num: 124	 Reward: -1363
Total Timesteps: 69630	 Episode Num: 124	 Reward: -1413
Total Timesteps: 69640	 Episode Num: 124	 Reward: -1463
Total Timesteps: 69650	 Episode Num: 124	 Reward: -1513
Total Timesteps: 69660	 Episode Num: 124	 Reward: -1512
Total Timesteps: 69670	 Episode Num: 124	 Reward: -1443
Total Timesteps: 69680	 Episode Num: 124	 Reward: -1493
Total Timesteps: 69690	 Episode Num: 124	 Reward: -1543
Total Timesteps: 69700	 Episode Num: 124	 Reward: -1593
Total Timesteps: 69710	 Episode Num: 124	 Reward: -1643
Total Timesteps: 69720	 Episode Num: 124	 Reward: -1693
Total Timesteps: 69730	 Episode Num: 124	 Reward: -1743
Total Timesteps: 69740	 Episode Num: 124	 Reward: -1793
Total Timesteps: 69750	 Episode Num: 124	 Reward: -1843
Total Timesteps: 69760	 Episode Num: 124	 Reward: -1893
Total Timesteps: 69770	 Episode Num: 124	 Reward: -1943
Total Timesteps: 69780	 Episode Num: 124	 Reward: -1993
Total Timesteps: 69790	 Episode Num: 124	 Reward: -2043
Total Timesteps: 69800	 Episode Num: 124	 Reward: -2093
Total Timesteps: 69810	 Episode Num: 124	 Reward: -2143
Total Timesteps: 69820	 Episode Num: 124	 Reward: -2193
Total Timesteps: 69830	 Episode Num: 124	 Reward: -2243
Total Timesteps: 69840	 Episode Num: 124	 Reward: -2242
Total Timesteps: 69850	 Episode Num: 124	 Reward: -2156
Total Timesteps: 69860	 Episode Num: 124	 Reward: -2206
Total Timesteps: 69870	 Episode Num: 124	 Reward: -2256
Total Timesteps: 69880	 Episode Num: 124	 Reward: -2306
Total Timesteps: 69890	 Episode Num: 124	 Reward: -2356
Total Timesteps: 69900	 Episode Num: 124	 Reward: -2406
Total Timesteps: 69910	 Episode Num: 124	 Reward: -2456
Total Timesteps: 69920	 Episode Num: 124	 Reward: -2506
Total Timesteps: 69930	 Episode Num: 124	 Reward: -2556
Total Timesteps: 69940	 Episode Num: 124	 Reward: -2606
Total Timesteps: 69950	 Episode Num: 124	 Reward: -2656
Total Timesteps: 69960	 Episode Num: 124	 Reward: -2706
Total Timesteps: 69970	 Episode Num: 124	 Reward: -2756
Total Timesteps: 69980	 Episode Num: 124	 Reward: -2806
Total Timesteps: 69990	 Episode Num: 124	 Reward: -2856
Total Timesteps: 70000	 Episode Num: 124	 Reward: -2906
Total Timesteps: 70010	 Episode Num: 124	 Reward: -2956
Total Timesteps: 70020	 Episode Num: 124	 Reward: -3006
Total Timesteps: 70030	 Episode Num: 124	 Reward: -2886
Total Timesteps: 70040	 Episode Num: 124	 Reward: -2902
Total Timesteps: 70050	 Episode Num: 124	 Reward: -2952
Total Timesteps: 70060	 Episode Num: 124	 Reward: -3002
Total Timesteps: 70070	 Episode Num: 124	 Reward: -3052
Total Timesteps: 70080	 Episode Num: 124	 Reward: -3102
Total Timesteps: 70090	 Episode Num: 124	 Reward: -3152
Total Timesteps: 70100	 Episode Num: 124	 Reward: -3202
Total Timesteps: 70110	 Episode Num: 124	 Reward: -3252
Total Timesteps: 70120	 Episode Num: 124	 Reward: -3302
Total Timesteps: 70130	 Episode Num: 124	 Reward: -3352
Total Timesteps: 70140	 Episode Num: 124	 Reward: -3402
Total Timesteps: 70150	 Episode Num: 124	 Reward: -3452
Total Timesteps: 70160	 Episode Num: 124	 Reward: -3502
Total Timesteps: 70170	 Episode Num: 124	 Reward: -3552
Total Timesteps: 70180	 Episode Num: 124	 Reward: -3602
Total Timesteps: 70190	 Episode Num: 124	 Reward: -3618
Total Timesteps: 70200	 Episode Num: 124	 Reward: -3498
Total Timesteps: 70210	 Episode Num: 124	 Reward: -3378
Total Timesteps: 70220	 Episode Num: 124	 Reward: -3360
Total Timesteps: 70230	 Episode Num: 124	 Reward: -3410
Total Timesteps: 70240	 Episode Num: 124	 Reward: -3460
Total Timesteps: 70250	 Episode Num: 124	 Reward: -3510
Total Timesteps: 70260	 Episode Num: 124	 Reward: -3560
Total Timesteps: 70270	 Episode Num: 124	 Reward: -3610
Total Timesteps: 70280	 Episode Num: 124	 Reward: -3660
Total Timesteps: 70290	 Episode Num: 124	 Reward: -3710
Total Timesteps: 70300	 Episode Num: 124	 Reward: -3760
Total Timesteps: 70310	 Episode Num: 124	 Reward: -3810
Total Timesteps: 70320	 Episode Num: 125	 Reward: -45
Total Timesteps: 70330	 Episode Num: 125	 Reward: -95
Total Timesteps: 70340	 Episode Num: 125	 Reward: -145
Total Timesteps: 70350	 Episode Num: 125	 Reward: -195
Total Timesteps: 70360	 Episode Num: 125	 Reward: -245
Total Timesteps: 70370	 Episode Num: 125	 Reward: -295
Total Timesteps: 70380	 Episode Num: 125	 Reward: -345
Total Timesteps: 70390	 Episode Num: 125	 Reward: -395
Total Timesteps: 70400	 Episode Num: 125	 Reward: -445
Total Timesteps: 70410	 Episode Num: 125	 Reward: -495
Total Timesteps: 70420	 Episode Num: 125	 Reward: -545
Total Timesteps: 70430	 Episode Num: 125	 Reward: -595
Total Timesteps: 70440	 Episode Num: 125	 Reward: -645
Total Timesteps: 70450	 Episode Num: 125	 Reward: -695
Total Timesteps: 70460	 Episode Num: 125	 Reward: -745
Total Timesteps: 70470	 Episode Num: 125	 Reward: -795
Total Timesteps: 70480	 Episode Num: 125	 Reward: -845
Total Timesteps: 70490	 Episode Num: 125	 Reward: -895
Total Timesteps: 70500	 Episode Num: 125	 Reward: -924
Total Timesteps: 70510	 Episode Num: 125	 Reward: -904
Total Timesteps: 70520	 Episode Num: 125	 Reward: -884
Total Timesteps: 70530	 Episode Num: 125	 Reward: -934
Total Timesteps: 70540	 Episode Num: 125	 Reward: -984
Total Timesteps: 70550	 Episode Num: 125	 Reward: -1034
Total Timesteps: 70560	 Episode Num: 125	 Reward: -1084
Total Timesteps: 70570	 Episode Num: 125	 Reward: -1134
Total Timesteps: 70580	 Episode Num: 125	 Reward: -1184
Total Timesteps: 70590	 Episode Num: 125	 Reward: -1234
